Id,Category
2997,2
2998,5
2999,8
3000,10
3001,9
3002,1
3003,2
3004,5
3005,10
3006,10
3007,2
3008,0
3009,10
3010,6
3011,9
3012,6
3013,9
3014,2
3015,10
3016,5
3017,5
3018,5
3019,10
3020,6
3021,9
3022,5
3023,4
3024,4
3025,10
3026,6
3027,8
3028,10
3029,6
3030,3
3031,6
3032,9
3033,5
3034,10
3035,10
3036,1
3037,2
3038,10
3039,10
3040,10
3041,9
3042,10
3043,2
3044,1
3045,3
3046,10
3047,1
3048,5
3049,4
3050,2
3051,10
3052,8
3053,10
3054,6
3055,9
3056,2
3057,9
3058,8
3059,10
3060,8
3061,6
3062,10
3063,9
3064,4
3065,9
3066,7
3067,6
3068,10
3069,5
3070,3
3071,8
3072,10
3073,6
3074,10
3075,6
3076,8
3077,3
3078,0
3079,5
3080,9
3081,10
3082,6
3083,8
3084,8
3085,10
3086,10
3087,9
3088,6
3089,5
3090,9
3091,10
3092,9
3093,2
3094,7
3095,4
3096,9
3097,5
3098,9
3099,4
3100,9
3101,9
3102,5
3103,9
3104,8
3105,0
3106,9
3107,9
3108,8
3109,8
3110,9
3111,6
3112,5
3113,5
3114,9
3115,9
3116,2
3117,5
3118,6
3119,10
3120,10
3121,9
3122,5
3123,4
3124,10
3125,3
3126,8
3127,5
3128,7
3129,10
3130,7
3131,2
3132,4
3133,6
3134,5
3135,4
3136,4
3137,9
3138,2
3139,5
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,10
3147,10
3148,2
3149,4
3150,10
3151,5
3152,5
3153,3
3154,9
3155,9
3156,4
3157,4
3158,4
3159,9
3160,6
3161,1
3162,8
3163,10
3164,9
3165,4
3166,6
3167,9
3168,8
3169,4
3170,9
3171,9
3172,0
3173,7
3174,3
3175,6
3176,10
3177,4
3178,6
3179,3
3180,8
3181,10
3182,9
3183,8
3184,1
3185,8
3186,9
3187,10
3188,5
3189,6
3190,7
3191,3
3192,9
3193,4
3194,2
3195,4
3196,10
3197,10
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,6
3205,10
3206,10
3207,6
3208,10
3209,5
3210,2
3211,2
3212,9
3213,2
3214,10
3215,9
3216,9
3217,2
3218,8
3219,9
3220,9
3221,9
3222,2
3223,2
3224,3
3225,4
3226,9
3227,9
3228,4
3229,6
3230,6
3231,2
3232,6
3233,5
3234,6
3235,5
3236,4
3237,6
3238,2
3239,6
3240,9
3241,10
3242,6
3243,8
3244,3
3245,6
3246,10
3247,1
3248,9
3249,6
3250,10
3251,5
3252,1
3253,6
3254,8
3255,9
3256,3
3257,8
3258,2
3259,5
3260,9
3261,5
3262,3
3263,5
3264,6
3265,5
3266,9
3267,8
3268,8
3269,6
3270,2
3271,4
3272,6
3273,10
3274,4
3275,8
3276,5
3277,2
3278,0
3279,9
3280,6
3281,10
3282,9
3283,5
3284,9
3285,10
3286,7
3287,3
3288,4
3289,2
3290,7
3291,9
3292,10
3293,2
3294,10
3295,6
3296,8
3297,10
3298,9
3299,7
3300,5
3301,9
3302,1
3303,0
3304,10
3305,2
3306,9
3307,8
3308,10
3309,2
3310,1
3311,9
3312,9
3313,10
3314,8
3315,10
3316,2
3317,9
3318,6
3319,3
3320,1
3321,10
3322,8
3323,3
3324,10
3325,2
3326,2
3327,5
3328,10
3329,4
3330,10
3331,9
3332,8
3333,10
3334,10
3335,2
3336,9
3337,10
3338,10
3339,2
3340,6
3341,10
3342,2
3343,10
3344,3
3345,4
3346,9
